Outlet_Size,Outlet_Location_Type,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Type,Item_Outlet_Sales
Small,Tier 2,Regular,0.026563851,Canned,141.247,OUT035,Supermarket Type1,3292.381
Medium,Tier 1,Low Fat,0.17824575,Dairy,158.1288,OUT049,Supermarket Type1,3299.7048
Small,Tier 1,Regular,0.062528426,Baking Goods,166.9184,OUT046,Supermarket Type1,3302.368
Medium,Tier 1,Low Fat,0.021757269,Breads,165.0184,OUT049,Supermarket Type1,3302.368
Medium,Tier 3,Low Fat,0.051146565,Household,127.3678,OUT018,Supermarket Type2,3306.3628
Small,Tier 1,Regular,0.023322478,Dairy,182.5608,OUT046,Supermarket Type1,3307.6944
Medium,Tier 1,Low Fat,0.015749341,Household,182.2608,OUT049,Supermarket Type1,3307.6944
Medium,Tier 3,Low Fat,0.045838211,Canned,222.5456,OUT018,Supermarket Type2,3315.684
Medium,Tier 3,Regular,0.100265027,Fruits and Vegetables,142.5786,OUT018,Supermarket Type2,3323.0078
Medium,Tier 1,Regular,0.107223632,Fruits and Vegetables,144.8786,OUT049,Supermarket Type1,3323.0078
Medium,Tier 1,Low Fat,0.0,Health and Hygiene,158.0604,OUT049,Supermarket Type1,3327.6684
Small,Tier 1,Low Fat,0.0,Frozen Foods,196.8452,OUT046,Supermarket Type1,3327.6684
Small,Tier 2,Regular,0.07549348,Breads,143.5444,OUT035,Supermarket Type1,3338.3212
Medium,Tier 1,Regular,0.117543713,Baking Goods,197.311,OUT049,Supermarket Type1,3338.987
Small,Tier 2,Regular,0.060654268,Breakfast,174.7712,OUT035,Supermarket Type1,3339.6528
Small,Tier 1,Low Fat,0.04709821,Others,101.3016,OUT046,Supermarket Type1,3339.6528
Small,Tier 1,Regular,0.036027524,Frozen Foods,177.2712,OUT046,Supermarket Type1,3339.6528
Medium,Tier 1,Low Fat,0.058222587,Snack Foods,114.8834,OUT049,Supermarket Type1,3340.3186
Small,Tier 2,Low Fat,0.017322454,Soft Drinks,196.8768,OUT035,Supermarket Type1,3350.3056
Medium,Tier 1,Regular,0.03858813,Snack Foods,144.6102,OUT049,Supermarket Type1,3353.6346
High,Tier 3,Low Fat,0.04604992,Health and Hygiene,151.9682,OUT013,Supermarket Type1,3354.3004
Small,Tier 1,Regular,0.078786674,Dairy,184.824,OUT046,Supermarket Type1,3355.632
High,Tier 3,Low Fat,0.0,Frozen Foods,258.3304,OUT013,Supermarket Type1,3358.2952
Small,Tier 2,Regular,0.033754478,Meat,199.0426,OUT035,Supermarket Type1,3361.6242
Medium,Tier 3,Low Fat,0.043011277,Dairy,177.2028,OUT018,Supermarket Type2,3364.9532
High,Tier 3,Regular,0.022921735,Baking Goods,240.7538,OUT013,Supermarket Type1,3364.9532
High,Tier 3,Low Fat,0.097536998,Starchy Foods,225.3746,OUT013,Supermarket Type1,3365.619
Small,Tier 1,Low Fat,0.182653772,Others,243.0196,OUT046,Supermarket Type1,3374.2744
Medium,Tier 1,Low Fat,0.14526636,Health and Hygiene,224.0404,OUT049,Supermarket Type1,3375.606
Small,Tier 1,Regular,0.128283243,Baking Goods,226.1404,OUT046,Supermarket Type1,3375.606
Small,Tier 2,Regular,0.016202582,Canned,188.2556,OUT035,Supermarket Type1,3379.6008
Small,Tier 2,Low Fat,0.111419588,Snack Foods,154.3998,OUT035,Supermarket Type1,3383.5956
Medium,Tier 1,Low Fat,0.111613921,Snack Foods,152.6998,OUT049,Supermarket Type1,3383.5956
High,Tier 3,Low Fat,0.0,Canned,145.6418,OUT013,Supermarket Type1,3384.2614
Small,Tier 2,Low Fat,0.042552205,Fruits and Vegetables,225.172,OUT035,Supermarket Type1,3395.58
Medium,Tier 1,Low Fat,0.033952603,Snack Foods,148.2076,OUT049,Supermarket Type1,3399.5748
Medium,Tier 3,Low Fat,0.022976497,Frozen Foods,261.6594,OUT018,Supermarket Type2,3401.5722
Small,Tier 1,Regular,0.132083542,Fruits and Vegetables,189.5872,OUT046,Supermarket Type1,3403.5696
Medium,Tier 3,Low Fat,0.011281018,Snack Foods,213.756,OUT018,Supermarket Type2,3408.896
Medium,Tier 3,Low Fat,0.069902438,Starchy Foods,261.3252,OUT018,Supermarket Type2,3410.2276
High,Tier 3,Regular,0.048486801,Baking Goods,131.2626,OUT013,Supermarket Type1,3410.2276
Medium,Tier 3,Regular,0.151467821,Meat,154.1314,OUT018,Supermarket Type2,3412.8908
Medium,Tier 1,Regular,0.022460102,Fruits and Vegetables,226.8036,OUT049,Supermarket Type1,3415.554
High,Tier 3,Low Fat,0.012089479,Others,189.853,OUT013,Supermarket Type1,3415.554
High,Tier 3,Regular,0.018008071,Frozen Foods,180.466,OUT013,Supermarket Type1,3415.554
Small,Tier 2,Low Fat,0.030501281,Others,180.566,OUT035,Supermarket Type1,3415.554
Small,Tier 2,Low Fat,0.052492122,Household,191.053,OUT035,Supermarket Type1,3415.554
Medium,Tier 1,Low Fat,0.026912667,Frozen Foods,261.291,OUT049,Supermarket Type1,3418.883
Medium,Tier 1,Low Fat,0.118858866,Household,263.291,OUT049,Supermarket Type1,3418.883
High,Tier 3,Regular,0.125170423,Snack Foods,261.491,OUT013,Supermarket Type1,3418.883
High,Tier 3,Regular,0.08573655,Fruits and Vegetables,229.5694,OUT013,Supermarket Type1,3425.541
Medium,Tier 1,Low Fat,0.019901356,Household,157.5972,OUT049,Supermarket Type1,3427.5384
Medium,Tier 1,Regular,0.083736551,Frozen Foods,178.7318,OUT049,Supermarket Type1,3428.2042
Small,Tier 1,Low Fat,0.022604051,Fruits and Vegetables,181.4318,OUT046,Supermarket Type1,3428.2042
Small,Tier 2,Regular,0.047482391,Dairy,215.9876,OUT035,Supermarket Type1,3430.2016
Medium,Tier 1,Low Fat,0.102670882,Dairy,228.6352,OUT049,Supermarket Type1,3435.528
Small,Tier 2,Regular,0.165328057,Fruits and Vegetables,170.6764,OUT035,Supermarket Type1,3435.528
Small,Tier 1,Low Fat,0.102511504,Dairy,230.6352,OUT046,Supermarket Type1,3435.528
Small,Tier 1,Regular,0.105296072,Snack Foods,170.1764,OUT046,Supermarket Type1,3435.528
Small,Tier 2,Regular,0.039920687,Soft Drinks,163.3868,OUT035,Supermarket Type1,3439.5228
Small,Tier 2,Low Fat,0.02594835,Household,180.0976,OUT035,Supermarket Type1,3440.8544
Small,Tier 1,Low Fat,0.015687045,Household,182.6976,OUT046,Supermarket Type1,3440.8544
High,Tier 3,Low Fat,0.033946163,Canned,179.3976,OUT013,Supermarket Type1,3440.8544
High,Tier 3,Low Fat,0.081943273,Frozen Foods,214.5534,OUT013,Supermarket Type1,3440.8544
Small,Tier 1,Regular,0.058730831,Baking Goods,171.9422,OUT046,Supermarket Type1,3448.844
Medium,Tier 1,Regular,0.058822142,Baking Goods,173.5422,OUT049,Supermarket Type1,3448.844
Medium,Tier 3,Regular,0.107186944,Baking Goods,181.9634,OUT018,Supermarket Type2,3453.5046
High,Tier 3,Low Fat,0.041581725,Soft Drinks,163.3526,OUT013,Supermarket Type1,3453.5046
Medium,Tier 1,Low Fat,0.011557563,Dairy,165.3526,OUT049,Supermarket Type1,3453.5046
Small,Tier 2,Regular,0.013035609,Fruits and Vegetables,114.7834,OUT035,Supermarket Type1,3455.502
Small,Tier 2,Regular,0.063162608,Frozen Foods,228.6668,OUT035,Supermarket Type1,3455.502
High,Tier 3,Low Fat,0.0,Health and Hygiene,151.6708,OUT013,Supermarket Type1,3460.8284
Small,Tier 2,Low Fat,0.021719387,Breads,163.1184,OUT035,Supermarket Type1,3467.4864
High,Tier 3,Regular,0.127620811,Dairy,119.244,OUT013,Supermarket Type1,3475.476
High,Tier 3,Low Fat,0.043727261,Snack Foods,182.595,OUT013,Supermarket Type1,3478.805
Small,Tier 2,Low Fat,0.048017962,Breads,219.6166,OUT035,Supermarket Type1,3483.4656
Small,Tier 1,Low Fat,0.056795923,Dairy,232.8642,OUT046,Supermarket Type1,3485.463
Small,Tier 2,Regular,0.066284519,Fruits and Vegetables,247.2092,OUT035,Supermarket Type1,3486.1288
Small,Tier 2,Low Fat,0.173483253,Fruits and Vegetables,129.0652,OUT035,Supermarket Type1,3487.4604
Medium,Tier 1,Low Fat,0.012627478,Snack Foods,140.818,OUT049,Supermarket Type1,3495.45
High,Tier 3,Low Fat,0.021407511,Household,248.175,OUT013,Supermarket Type1,3495.45
Small,Tier 1,Regular,0.092226754,Frozen Foods,184.4266,OUT046,Supermarket Type1,3504.1054
Small,Tier 1,Low Fat,0.046088273,Health and Hygiene,153.6682,OUT046,Supermarket Type1,3506.7686
Medium,Tier 1,Regular,0.071958197,Dairy,195.3794,OUT049,Supermarket Type1,3511.4292
Small,Tier 1,Low Fat,0.025477448,Health and Hygiene,145.276,OUT046,Supermarket Type1,3515.424
Medium,Tier 3,Regular,0.135646297,Starchy Foods,186.0924,OUT018,Supermarket Type2,3516.7556
Small,Tier 1,Regular,0.102920886,Fruits and Vegetables,130.4968,OUT046,Supermarket Type1,3523.4136
Small,Tier 1,Regular,0.022058724,Meat,196.8452,OUT046,Supermarket Type1,3523.4136
Medium,Tier 1,Low Fat,0.072511335,Breakfast,177.437,OUT049,Supermarket Type1,3528.74
High,Tier 3,Regular,0.029140008,Canned,176.337,OUT013,Supermarket Type1,3528.74
Small,Tier 1,Low Fat,0.031095246,Snack Foods,185.7582,OUT046,Supermarket Type1,3529.4058
Small,Tier 1,Low Fat,0.014222617,Household,148.9418,OUT046,Supermarket Type1,3531.4032
Small,Tier 2,Regular,0.152099033,Fruits and Vegetables,252.6382,OUT035,Supermarket Type1,3532.7348
High,Tier 3,Low Fat,0.046336634,Breads,120.0414,OUT013,Supermarket Type1,3533.4006
Medium,Tier 3,Low Fat,0.07226985,Hard Drinks,254.104,OUT018,Supermarket Type2,3542.056
Small,Tier 2,Low Fat,0.107376743,Snack Foods,147.6076,OUT035,Supermarket Type1,3547.3824
Medium,Tier 1,Low Fat,0.094308058,Household,251.8698,OUT049,Supermarket Type1,3551.3772
High,Tier 3,Low Fat,0.129889831,Fruits and Vegetables,185.3898,OUT013,Supermarket Type1,3554.7062
High,Tier 3,Low Fat,0.095715608,Frozen Foods,125.8678,OUT013,Supermarket Type1,3560.6984
Small,Tier 2,Regular,0.059790095,Fruits and Vegetables,127.4678,OUT035,Supermarket Type1,3560.6984
Medium,Tier 3,Low Fat,0.096185556,Frozen Foods,127.1678,OUT018,Supermarket Type2,3560.6984
Medium,Tier 3,Low Fat,0.039428167,Household,127.9678,OUT018,Supermarket Type2,3560.6984
Medium,Tier 1,Low Fat,0.049396364,Fruits and Vegetables,146.4734,OUT049,Supermarket Type1,3563.3616
Medium,Tier 3,Low Fat,0.053506996,Canned,150.0734,OUT018,Supermarket Type2,3563.3616
High,Tier 3,Regular,0.014075334,Frozen Foods,176.8344,OUT013,Supermarket Type1,3568.688
Small,Tier 2,Regular,0.0,Snack Foods,178.1344,OUT035,Supermarket Type1,3568.688
Medium,Tier 3,Low Fat,0.115636723,Soft Drinks,199.7084,OUT018,Supermarket Type2,3571.3512
Medium,Tier 1,Low Fat,0.096536082,Breads,162.8552,OUT049,Supermarket Type1,3574.0144
High,Tier 3,Low Fat,0.09079168,Hard Drinks,127.1336,OUT013,Supermarket Type1,3579.3408
High,Tier 3,Regular,0.0,Fruits and Vegetables,225.1088,OUT013,Supermarket Type1,3579.3408
High,Tier 3,Regular,0.05268526,Canned,83.3224,OUT013,Supermarket Type1,3579.3408
Medium,Tier 1,Low Fat,0.053553794,Dairy,178.6002,OUT049,Supermarket Type1,3582.004
Medium,Tier 3,Regular,0.144604071,Dairy,240.8222,OUT018,Supermarket Type2,3585.333
Medium,Tier 3,Low Fat,0.0,Household,164.721,OUT018,Supermarket Type2,3588.662
Medium,Tier 3,Low Fat,0.014081156,Household,223.5746,OUT018,Supermarket Type2,3589.9936
High,Tier 3,Low Fat,0.060797393,Starchy Foods,223.8404,OUT013,Supermarket Type1,3600.6464
High,Tier 3,Regular,0.007038478,Soft Drinks,189.253,OUT013,Supermarket Type1,3605.307
Medium,Tier 1,Low Fat,0.025519534,Dairy,238.7538,OUT049,Supermarket Type1,3605.307
Medium,Tier 3,Regular,0.017703044,Starchy Foods,239.4538,OUT018,Supermarket Type2,3605.307
High,Tier 3,Low Fat,0.127929521,Fruits and Vegetables,211.4902,OUT013,Supermarket Type1,3610.6334
Small,Tier 1,Low Fat,0.06356617,Frozen Foods,151.3708,OUT046,Supermarket Type1,3611.2992
Medium,Tier 3,Low Fat,0.028714747,Household,151.9708,OUT018,Supermarket Type2,3611.2992
Medium,Tier 1,Low Fat,0.18293775,Others,243.0196,OUT049,Supermarket Type1,3615.294
High,Tier 3,Low Fat,0.06100886,Breakfast,166.0526,OUT013,Supermarket Type1,3617.9572
Small,Tier 2,Low Fat,0.177661246,Household,170.5422,OUT035,Supermarket Type1,3621.2862
High,Tier 3,Low Fat,0.159201868,Soft Drinks,226.072,OUT013,Supermarket Type1,3621.952
Small,Tier 1,Low Fat,0.059405152,Household,179.6976,OUT046,Supermarket Type1,3621.952
Small,Tier 1,Regular,0.043655155,Fruits and Vegetables,156.7946,OUT046,Supermarket Type1,3629.2758
Medium,Tier 3,Low Fat,0.048213766,Hard Drinks,159.6946,OUT018,Supermarket Type2,3629.2758
High,Tier 3,Low Fat,0.0520115,Health and Hygiene,190.3846,OUT013,Supermarket Type1,3630.6074
Medium,Tier 1,Low Fat,0.081168135,Meat,190.5846,OUT049,Supermarket Type1,3630.6074
Small,Tier 2,Low Fat,0.041220035,Household,131.231,OUT035,Supermarket Type1,3635.268
Small,Tier 2,Regular,0.113195815,Fruits and Vegetables,190.8504,OUT035,Supermarket Type1,3643.2576
High,Tier 3,Regular,0.022406575,Fruits and Vegetables,225.9036,OUT013,Supermarket Type1,3643.2576
High,Tier 3,Low Fat,0.068765205,Canned,260.4278,OUT013,Supermarket Type1,3644.5892
Medium,Tier 1,Regular,0.0,Fruits and Vegetables,227.5694,OUT049,Supermarket Type1,3653.9104
High,Tier 3,Low Fat,0.110197977,Household,104.2306,OUT013,Supermarket Type1,3658.571
High,Tier 3,Regular,0.066121873,Frozen Foods,145.676,OUT013,Supermarket Type1,3661.9
Medium,Tier 1,Low Fat,0.014482153,Health and Hygiene,182.295,OUT049,Supermarket Type1,3661.9
High,Tier 3,Regular,0.106238768,Fruits and Vegetables,176.1396,OUT013,Supermarket Type1,3663.2316
Small,Tier 1,Regular,0.0,Baking Goods,129.1626,OUT046,Supermarket Type1,3672.5528
Medium,Tier 1,Low Fat,0.093441604,Snack Foods,119.1124,OUT049,Supermarket Type1,3673.8844
Medium,Tier 3,Low Fat,0.037734334,Fruits and Vegetables,173.9054,OUT018,Supermarket Type2,3677.2134
Small,Tier 2,Low Fat,0.037574137,Fruits and Vegetables,174.2054,OUT035,Supermarket Type1,3677.2134
Small,Tier 1,Low Fat,0.02687089,Frozen Foods,264.491,OUT046,Supermarket Type1,3681.874
Small,Tier 1,Regular,0.085135953,Snack Foods,232.3668,OUT046,Supermarket Type1,3685.8688
Small,Tier 2,Low Fat,0.169776346,Canned,184.4266,OUT035,Supermarket Type1,3688.532
High,Tier 3,Low Fat,0.15616879,Meat,160.6578,OUT013,Supermarket Type1,3690.5294
High,Tier 3,Regular,0.035997543,Frozen Foods,176.9712,OUT013,Supermarket Type1,3691.1952
Small,Tier 1,Low Fat,0.025827199,Canned,263.2226,OUT046,Supermarket Type1,3700.5164
Small,Tier 2,Low Fat,0.067766896,Health and Hygiene,140.6812,OUT035,Supermarket Type1,3704.5112
High,Tier 3,Low Fat,0.078678276,Baking Goods,177.037,OUT013,Supermarket Type1,3705.177
Small,Tier 1,Regular,0.104083376,Canned,107.4622,OUT046,Supermarket Type1,3705.177
Medium,Tier 1,Regular,0.056960814,Snack Foods,230.0984,OUT049,Supermarket Type1,3707.1744
Medium,Tier 1,Low Fat,0.0,Dairy,263.7884,OUT049,Supermarket Type1,3709.8376
High,Tier 3,Regular,0.073858923,Dairy,218.6482,OUT013,Supermarket Type1,3723.8194
Medium,Tier 1,Low Fat,0.0,Household,197.111,OUT049,Supermarket Type1,3731.809
Small,Tier 2,Low Fat,0.089884775,Fruits and Vegetables,195.111,OUT035,Supermarket Type1,3731.809
Medium,Tier 1,Low Fat,0.016047301,Dairy,249.8092,OUT049,Supermarket Type1,3735.138
High,Tier 3,Low Fat,0.010593469,Household,234.2958,OUT013,Supermarket Type1,3739.1328
Medium,Tier 1,Low Fat,0.01940856,Soft Drinks,156.7972,OUT049,Supermarket Type1,3739.1328
High,Tier 3,Low Fat,0.017311312,Soft Drinks,197.8768,OUT013,Supermarket Type1,3744.4592
Medium,Tier 3,Regular,0.146895866,Seafood,149.605,OUT018,Supermarket Type2,3745.125
Small,Tier 1,Regular,0.142410775,Starchy Foods,171.9448,OUT046,Supermarket Type1,3749.7856
Small,Tier 2,Regular,0.07461309,Fruits and Vegetables,187.4556,OUT035,Supermarket Type1,3755.112
Small,Tier 2,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,Supermarket Type1,3755.112
Small,Tier 2,Regular,0.029366813,Breads,187.7556,OUT035,Supermarket Type1,3755.112
Medium,Tier 1,Low Fat,0.046026479,Baking Goods,196.5084,OUT049,Supermarket Type1,3769.7596
High,Tier 3,Regular,0.138190277,Snack Foods,250.8724,OUT013,Supermarket Type1,3775.086
Small,Tier 2,Regular,0.105276162,Snack Foods,173.2764,OUT035,Supermarket Type1,3779.0808
High,Tier 3,Regular,0.03150851,Baking Goods,170.5764,OUT013,Supermarket Type1,3779.0808
High,Tier 3,Low Fat,0.037155206,Soft Drinks,166.4526,OUT013,Supermarket Type1,3782.4098
Medium,Tier 1,Low Fat,0.089291137,Health and Hygiene,146.7102,OUT049,Supermarket Type1,3791.0652
High,Tier 3,Low Fat,0.00799436,Dairy,171.6422,OUT013,Supermarket Type1,3793.7284
Medium,Tier 1,Low Fat,0.025325897,Health and Hygiene,150.9024,OUT049,Supermarket Type1,3795.06
Medium,Tier 3,Low Fat,0.0,Starchy Foods,253.004,OUT018,Supermarket Type2,3795.06
High,Tier 3,Low Fat,0.052458358,Household,188.753,OUT013,Supermarket Type1,3795.06
Small,Tier 1,Low Fat,0.017719277,Health and Hygiene,211.0244,OUT046,Supermarket Type1,3811.0392
Medium,Tier 1,Low Fat,0.052149675,Soft Drinks,239.9564,OUT049,Supermarket Type1,3813.7024
Small,Tier 1,Low Fat,0.034306962,Fruits and Vegetables,252.3356,OUT046,Supermarket Type1,3815.034
Medium,Tier 3,Low Fat,0.026248606,Snack Foods,255.1356,OUT018,Supermarket Type2,3815.034
Small,Tier 1,Low Fat,0.107891398,Snack Foods,182.7634,OUT046,Supermarket Type1,3817.0314
Medium,Tier 3,Low Fat,0.0,Fruits and Vegetables,211.8902,OUT018,Supermarket Type2,3823.0236
Medium,Tier 1,Regular,0.104183308,Baking Goods,166.15,OUT049,Supermarket Type1,3828.35
Medium,Tier 3,Low Fat,0.01889024,Health and Hygiene,238.188,OUT018,Supermarket Type2,3835.008
Medium,Tier 1,Low Fat,0.081914677,Soft Drinks,120.344,OUT049,Supermarket Type1,3835.008
Medium,Tier 3,Low Fat,0.030559583,Dairy,257.4672,OUT018,Supermarket Type2,3835.008
Medium,Tier 3,Regular,0.0,Fruits and Vegetables,184.595,OUT018,Supermarket Type2,3844.995
Medium,Tier 1,Regular,0.044091657,Baking Goods,182.995,OUT049,Supermarket Type1,3844.995
Small,Tier 1,Regular,0.15604396,Fruits and Vegetables,239.6538,OUT046,Supermarket Type1,3845.6608
Medium,Tier 1,Low Fat,0.076089711,Snack Foods,212.9218,OUT049,Supermarket Type1,3846.9924
Medium,Tier 1,Regular,0.014816356,Dairy,194.1162,OUT049,Supermarket Type1,3848.324
Small,Tier 2,Low Fat,0.032580547,Health and Hygiene,192.1162,OUT035,Supermarket Type1,3848.324
Small,Tier 2,Regular,0.014790559,Dairy,193.6162,OUT035,Supermarket Type1,3848.324
Small,Tier 1,Regular,0.137366883,Meat,184.9608,OUT046,Supermarket Type1,3858.9768
High,Tier 3,Low Fat,0.0,Starchy Foods,191.882,OUT013,Supermarket Type1,3861.64
Small,Tier 1,Low Fat,0.075878519,Starchy Foods,194.082,OUT046,Supermarket Type1,3861.64
High,Tier 3,Regular,0.092150005,Frozen Foods,184.8266,OUT013,Supermarket Type1,3872.9586
Medium,Tier 3,Low Fat,0.012593467,Household,167.6474,OUT018,Supermarket Type2,3874.2902
Medium,Tier 3,Regular,0.067350054,Snack Foods,257.3304,OUT018,Supermarket Type2,3874.956
Small,Tier 2,Low Fat,0.139426044,Frozen Foods,148.3392,OUT035,Supermarket Type1,3877.6192
Small,Tier 1,Low Fat,0.128206001,Breads,155.9314,OUT046,Supermarket Type1,3878.285
Small,Tier 1,Regular,0.146299902,Seafood,150.405,OUT046,Supermarket Type1,3894.93
Small,Tier 1,Low Fat,0.036234918,Health and Hygiene,175.3028,OUT046,Supermarket Type1,3896.2616
Medium,Tier 1,Regular,0.115857223,Snack Foods,179.1028,OUT049,Supermarket Type1,3896.2616
Small,Tier 1,Regular,0.145867347,Dairy,194.0794,OUT046,Supermarket Type1,3901.588
High,Tier 3,Low Fat,0.163805509,Household,117.6124,OUT013,Supermarket Type1,3910.9092
Medium,Tier 1,Low Fat,0.063664998,Frozen Foods,151.6708,OUT049,Supermarket Type1,3912.2408
High,Tier 3,Low Fat,0.066565644,Fruits and Vegetables,185.324,OUT013,Supermarket Type1,3914.904
Medium,Tier 1,Regular,0.0,Frozen Foods,228.4668,OUT049,Supermarket Type1,3916.2356
Small,Tier 2,Low Fat,0.022878953,Frozen Foods,262.3594,OUT035,Supermarket Type1,3924.891
Medium,Tier 1,Low Fat,0.021464454,Baking Goods,156.6288,OUT049,Supermarket Type1,3928.22
Small,Tier 2,Low Fat,0.099893424,Household,187.6898,OUT035,Supermarket Type1,3928.8858
Medium,Tier 3,Low Fat,0.096790497,Soft Drinks,197.2768,OUT018,Supermarket Type2,3941.536
Small,Tier 2,Low Fat,0.007455054,Household,186.9556,OUT035,Supermarket Type1,3942.8676
Small,Tier 1,Low Fat,0.045047439,Snack Foods,186.4556,OUT046,Supermarket Type1,3942.8676
High,Tier 3,Low Fat,0.056748659,Dairy,233.6642,OUT013,Supermarket Type1,3950.1914
Small,Tier 1,Low Fat,0.0,Breads,164.7184,OUT046,Supermarket Type1,3962.8416
Medium,Tier 1,Regular,0.046680961,Fruits and Vegetables,121.9388,OUT049,Supermarket Type1,3962.8416
Medium,Tier 3,Low Fat,0.067148407,Snack Foods,200.4084,OUT018,Supermarket Type2,3968.168
High,Tier 3,Regular,0.044155597,Fruits and Vegetables,178.8318,OUT013,Supermarket Type1,3969.4996
Small,Tier 1,Low Fat,0.055127499,Fruits and Vegetables,128.2994,OUT046,Supermarket Type1,3983.4814
Medium,Tier 3,Low Fat,0.127968205,Canned,209.627,OUT018,Supermarket Type2,3984.813
Small,Tier 2,Low Fat,0.072655379,Household,157.792,OUT035,Supermarket Type1,3994.8
Medium,Tier 1,Low Fat,0.020609218,Soft Drinks,155.1656,OUT049,Supermarket Type1,4016.1056
High,Tier 3,Low Fat,0.037549969,Fruits and Vegetables,176.1054,OUT013,Supermarket Type1,4027.4242
Medium,Tier 1,Regular,0.041622264,Fruits and Vegetables,124.0072,OUT049,Supermarket Type1,4042.7376
Medium,Tier 1,Regular,0.137580452,Meat,182.8608,OUT049,Supermarket Type1,4042.7376
Medium,Tier 1,Regular,0.023358738,Dairy,184.4608,OUT049,Supermarket Type1,4042.7376
Medium,Tier 1,Low Fat,0.034624104,Hard Drinks,115.0492,OUT049,Supermarket Type1,4054.722
Small,Tier 2,Regular,0.084749164,Canned,215.5218,OUT035,Supermarket Type1,4060.7142
Small,Tier 2,Low Fat,0.0,Snack Foods,155.463,OUT035,Supermarket Type1,4068.038
Small,Tier 1,Regular,0.027617046,Canned,168.279,OUT046,Supermarket Type1,4074.696
Medium,Tier 1,Regular,0.005539114,Fruits and Vegetables,167.879,OUT049,Supermarket Type1,4074.696
Small,Tier 1,Regular,0.025896485,Frozen Foods,165.021,OUT046,Supermarket Type1,4078.025
Small,Tier 2,Regular,0.007538459,Dairy,144.2102,OUT035,Supermarket Type1,4082.6856
Medium,Tier 1,Regular,0.156286566,Fruits and Vegetables,238.9538,OUT049,Supermarket Type1,4086.0146
Medium,Tier 1,Regular,0.022976493,Baking Goods,240.3538,OUT049,Supermarket Type1,4086.0146
Small,Tier 1,Regular,0.034699737,Canned,141.7496,OUT046,Supermarket Type1,4093.3384
Medium,Tier 1,Regular,0.078181964,Meat,106.7596,OUT049,Supermarket Type1,4098.6648
High,Tier 3,Regular,0.079844043,Breads,226.3036,OUT013,Supermarket Type1,4098.6648
Small,Tier 2,Low Fat,0.081304829,Fruits and Vegetables,258.4988,OUT035,Supermarket Type1,4111.9808
Small,Tier 1,Low Fat,0.052339069,Meat,242.7512,OUT046,Supermarket Type1,4119.9704
High,Tier 3,Regular,0.0,Fruits and Vegetables,115.0176,OUT013,Supermarket Type1,4122.6336
High,Tier 3,Low Fat,0.016812745,Hard Drinks,180.666,OUT013,Supermarket Type1,4134.618
High,Tier 3,Low Fat,0.014568036,Fruits and Vegetables,158.1262,OUT013,Supermarket Type1,4137.2812
Medium,Tier 1,Regular,0.098938169,Frozen Foods,195.7768,OUT049,Supermarket Type1,4138.6128
High,Tier 3,Regular,0.083536989,Frozen Foods,180.3318,OUT013,Supermarket Type1,4149.9314
Small,Tier 1,Regular,0.080640478,Frozen Foods,262.6936,OUT046,Supermarket Type1,4175.8976
Small,Tier 2,Regular,0.13312044,Canned,221.5798,OUT035,Supermarket Type1,4187.2162
Medium,Tier 3,Low Fat,0.080131363,Dairy,234.03,OUT018,Supermarket Type2,4194.54
Small,Tier 1,Regular,0.014825605,Fruits and Vegetables,233.2958,OUT046,Supermarket Type1,4206.5244
Small,Tier 2,Low Fat,0.026865809,Frozen Foods,261.691,OUT035,Supermarket Type1,4207.856
Small,Tier 1,Low Fat,0.021849398,Frozen Foods,262.091,OUT046,Supermarket Type1,4207.856
Small,Tier 2,Low Fat,0.118651919,Household,263.991,OUT035,Supermarket Type1,4207.856
Medium,Tier 1,Low Fat,0.019536981,Household,170.0474,OUT049,Supermarket Type1,4211.185
Small,Tier 1,Low Fat,0.016958832,Fruits and Vegetables,210.0586,OUT046,Supermarket Type1,4221.172
Small,Tier 1,Low Fat,0.137227848,Snack Foods,155.563,OUT046,Supermarket Type1,4224.501
Small,Tier 2,Regular,0.054584207,Fruits and Vegetables,193.382,OUT035,Supermarket Type1,4247.804
Small,Tier 2,Low Fat,0.033883448,Snack Foods,213.2902,OUT035,Supermarket Type1,4247.804
Small,Tier 2,Low Fat,0.0226994,Dairy,176.4028,OUT035,Supermarket Type1,4250.4672
High,Tier 3,Low Fat,0.124610886,Household,113.1544,OUT013,Supermarket Type1,4250.4672
Small,Tier 1,Regular,0.0,Starchy Foods,184.3924,OUT046,Supermarket Type1,4257.1252
Small,Tier 2,Regular,0.159825617,Frozen Foods,195.5478,OUT035,Supermarket Type1,4262.4516
Small,Tier 1,Low Fat,0.008764786,Fruits and Vegetables,123.1414,OUT046,Supermarket Type1,4264.449
Small,Tier 2,Low Fat,0.059313603,Household,238.1248,OUT035,Supermarket Type1,4266.4464
High,Tier 3,Low Fat,0.092705683,Household,251.9066,OUT013,Supermarket Type1,4267.1122
Medium,Tier 1,Low Fat,0.034360687,Household,215.7218,OUT049,Supermarket Type1,4274.436
Small,Tier 2,Regular,0.0,Frozen Foods,214.3218,OUT035,Supermarket Type1,4274.436
Medium,Tier 3,Regular,0.15277077,Frozen Foods,214.4218,OUT018,Supermarket Type2,4274.436
