Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,CatAge,CatFare
,3,male,27.0,0,0,7.8542,S,Mr,YoungAdult,Low
,2,male,22.0,2,0,31.5,S,Mr,Child,VeryHigh
,3,male,26.0,0,0,7.775,S,Mr,YoungAdult,Low
,3,male,25.0,0,0,7.2292,C,Mr,YoungAdult,Low
,2,male,26.0,0,0,13.0,S,Mr,YoungAdult,Medium
,1,male,33.0,0,0,26.55,S,Mr,Adult,High
,1,female,39.0,0,0,211.3375,S,Miss,Senior,VeryHigh
,3,male,23.0,0,0,7.05,S,Mr,YoungAdult,Low
,2,female,12.0,2,1,39.0,S,Miss,Child,VeryHigh
,1,male,46.0,0,0,79.2,C,Mr,Senior,VeryHigh
,2,male,29.0,1,0,26.0,S,Mr,Adult,High
,2,male,21.0,0,0,13.0,S,Mr,Child,Medium
,2,female,48.0,0,2,36.75,S,Mrs,Senior,VeryHigh
,1,male,39.0,0,0,29.7,C,Mr,Senior,High
,3,male,28.0,0,0,7.225,C,Mr,YoungAdult,Low
,3,female,19.0,1,1,15.7417,C,Mrs,Child,High
,3,male,27.0,0,0,7.8958,S,Mr,YoungAdult,Low
,1,male,30.0,0,0,26.0,S,Mr,Adult,High
,2,male,32.0,0,0,13.0,S,Mr,Adult,Medium
,3,male,39.0,0,2,7.2292,C,Mr,Senior,Low
,2,male,25.0,0,0,31.5,S,Mr,YoungAdult,VeryHigh
,3,male,28.0,0,0,7.2292,C,Unique,YoungAdult,Low
,2,male,18.0,0,0,10.5,S,Mr,Child,Medium
,3,male,32.0,0,0,7.5792,S,Mr,Adult,Low
,3,male,28.0,1,9,69.55,S,Mr,YoungAdult,VeryHigh
,1,female,58.0,0,1,512.3292,C,Mrs,Senior,VeryHigh
,3,male,28.0,1,1,14.5,S,Unique,YoungAdult,High
,3,female,16.0,0,0,7.65,S,Miss,Child,Low
,2,male,26.0,0,0,13.0,S,Mr,YoungAdult,Medium
,3,female,38.0,0,0,7.2292,C,Mrs,Senior,Low
,2,male,24.0,0,0,13.5,S,Mr,YoungAdult,Medium
,2,female,31.0,0,0,21.0,S,Miss,Adult,High
,1,female,45.0,0,1,63.3583,C,Mrs,Senior,VeryHigh
,2,male,25.0,0,0,10.5,S,Mr,YoungAdult,Medium
,2,male,18.0,0,0,73.5,S,Mr,Child,VeryHigh
,2,male,49.0,1,2,65.0,S,Mr,Senior,VeryHigh
,3,female,0.17,1,2,20.575,S,Miss,Child,High
,1,male,50.0,0,0,26.0,S,Mr,Senior,High
,1,female,59.0,2,0,51.4792,S,Mrs,Senior,VeryHigh
,3,male,28.0,0,0,7.8792,S,Mr,YoungAdult,Low
,3,male,28.0,0,0,7.75,Q,Mr,YoungAdult,Low
,3,female,30.0,1,0,15.55,S,Mrs,Adult,High
,3,male,14.5,8,2,69.55,S,Unique,Child,VeryHigh
,2,female,24.0,1,1,37.0042,C,Mrs,YoungAdult,VeryHigh
,2,female,31.0,0,0,21.0,S,Mrs,Adult,High
,3,male,27.0,0,0,8.6625,S,Mr,YoungAdult,Medium
,1,female,25.0,1,0,55.4417,C,Mrs,YoungAdult,VeryHigh
,3,female,28.0,1,9,69.55,S,Mrs,YoungAdult,VeryHigh
,3,male,28.0,1,0,14.4583,C,Mr,YoungAdult,High
,3,female,22.0,0,0,39.6875,S,Miss,Child,VeryHigh
,1,female,45.0,0,1,59.4,C,Mrs,Senior,VeryHigh
,2,male,29.0,0,0,13.8583,C,Mr,Adult,Medium
,2,male,21.0,1,0,11.5,S,Mr,Child,Medium
,1,female,31.0,0,0,134.5,C,Miss,Adult,VeryHigh
,1,male,49.0,0,0,0.0,S,Mr,Senior,Low
,2,male,44.0,0,0,13.0,S,Mr,Senior,Medium
,1,female,54.0,1,1,81.8583,S,Mrs,Senior,VeryHigh
,1,female,45.0,0,0,262.375,C,Miss,Senior,VeryHigh
,3,female,22.0,2,0,8.6625,S,Miss,Child,Medium
,2,male,21.0,0,0,11.5,S,Mr,Child,Medium
,1,male,55.0,0,0,50.0,S,Mr,Senior,VeryHigh
,3,male,5.0,4,2,31.3875,S,Unique,Child,VeryHigh
,3,male,28.0,0,0,7.75,Q,Mr,YoungAdult,Low
,3,male,26.0,0,0,7.8792,Q,Mr,YoungAdult,Low
,3,female,28.0,0,0,14.5,S,Mrs,YoungAdult,High
,3,female,19.0,1,0,16.1,S,Mrs,Child,High
,2,male,28.0,0,0,12.875,S,Mr,YoungAdult,Medium
,2,female,24.0,1,2,65.0,S,Miss,YoungAdult,VeryHigh
,3,male,24.0,0,0,7.775,S,Mr,YoungAdult,Low
,2,male,57.0,0,0,13.0,S,Mr,Senior,Medium
,3,male,21.0,0,0,7.75,Q,Mr,Child,Low
,3,male,6.0,3,1,21.075,S,Unique,Child,High
,1,male,23.0,0,0,93.5,S,Mr,YoungAdult,VeryHigh
,1,female,51.0,0,1,39.4,S,Mrs,Senior,VeryHigh
,3,male,13.0,0,2,20.25,S,Unique,Child,High
,2,male,47.0,0,0,10.5,S,Mr,Senior,Medium
,3,male,29.0,3,1,22.025,S,Mr,Adult,High
,1,female,18.0,1,0,60.0,S,Mrs,Child,VeryHigh
,3,male,24.0,0,0,7.25,Q,Mr,YoungAdult,Low
,1,female,48.0,1,1,79.2,C,Mrs,Senior,VeryHigh
,3,male,22.0,0,0,7.775,S,Mr,Child,Low
,3,male,31.0,0,0,7.7333,Q,Mr,Adult,Low
,1,female,30.0,0,0,164.8667,S,Miss,Adult,VeryHigh
,2,male,38.0,1,0,21.0,S,Mr,Senior,High
,1,female,22.0,0,1,59.4,C,Miss,Child,VeryHigh
,1,male,17.0,0,0,47.1,S,Mr,Child,VeryHigh
,1,male,43.0,1,0,27.7208,C,Mr,Senior,High
,2,male,20.0,0,0,13.8625,C,Mr,Child,Medium
,2,male,23.0,1,0,10.5,S,Mr,YoungAdult,Medium
,1,male,50.0,1,1,211.5,C,Mr,Senior,VeryHigh
,3,female,28.0,0,0,7.7208,Q,Miss,YoungAdult,Low
,3,female,3.0,1,1,13.775,S,Miss,Child,Medium
,3,female,28.0,0,0,7.75,Q,Miss,YoungAdult,Low
,1,female,37.0,1,0,90.0,Q,Mrs,Senior,VeryHigh
,3,female,28.0,0,0,7.775,S,Miss,YoungAdult,Low
,3,male,28.0,0,0,8.05,S,Mr,YoungAdult,Medium
,1,female,39.0,0,0,108.9,C,Unique,Senior,VeryHigh
,3,male,38.5,0,0,7.25,S,Mr,Senior,Low
,3,male,28.0,0,0,8.05,S,Mr,YoungAdult,Medium
,3,male,28.0,1,1,22.3583,C,Unique,YoungAdult,High
